,userName,score,at,content,clean_teks,polarity_score,polarity
838,Atika Sari damayanti,1,2023-09-17T14:46:12.000,Diperbaharui bukannya malaah enak malah tambah ga jelass masaa kalo mau milih foto kudu bolak balik klik album klik foto nanti jauh lagi ngescroll kebawah biasanyaa kalo mau masukan foto bisaa langsung ke album yang sblmnyaa di gunakan foto foto nyaa juga langsung bisaa dipilihh gonta ganti kalo foto nya ga cocok sma tamplate nya,"bukan,enak,tambah,tidak,jelas,kalau,mau,milih,foto,harus,balik,album,foto,nanti,jauh,lagi,kalau,mau,foto,langsung,album,yang,guna,foto,foto,langsung,ganti,ganti,kalau,foto,tidak,cocok,sama",23,positive
839,Pai Nem,1,2023-09-30T19:33:58.000,Ga tau kenapa makin update capcutnya makin meraja Lela soalnya kemaren habis update trs ini update lagi kmrn pas mau impor video nya ga bisa skrg mau ambil template nya juga ga bisa maksudnya update itu apaan sih?,"tidak,tahu,makin,terbaru,makin,lela,soal,habis,terbaru,terbaru,lagi,pas,mau,tidak,mau,ambil,tidak,maksud,terbaru,itu,apa",10,positive
840,KiranChannel_,3,2023-09-08T17:37:23.000,"Aplikasi nya bagus. Namun setiap saya mau menerapkan gerak lambat, pasti loading nya sangat lama. Tolong diperbaiki ya","aplikasi,bagus,saya,mau,lambat,pasti,sangat,lama,tolong,baik",4,positive
841,Sabila Fauzia,4,2023-11-20T20:19:49.000,bagus banget ngeditnya juga mudah tapi agak lemot tolong perbaiki lagi 🙏 agar bisa lancar loading nya ngk nunggu lama,"bagus,mudah,lot,tolong,baik,lagi,agar,lancar,nunggu,lama",-3,negative
842,Arlia Dhanan,1,2023-07-18T18:10:01.000,"Maaf capcut, saya kreator. Tapi saya ada bug yaitu bug grafik dan juga bug keyframe. Keyframe setelah dihapus bisa sampai 10 sampai 12 detik. Itu sangat lama tolong diperbaikkan keyframenya jangan terlalu besar. Dan juga hapus keyframenya jangan lama harus sampe 0.5 detik ke atau 1 detik. Kalo belum dibenerin saya hapus capcut dan gak guna dan ngabisin pulsa","maaf,saya,saya,ada,hapus,sampai,sampai,itu,sangat,lama,tolong,baik,jangan,terlalu,besar,hapus,jangan,lama,harus,sampai,kalau,benar,saya,hapus,guna,pulsa",-23,negative
843,Jessica,3,2023-11-17T20:43:27.000,Lelet cepet eror template emang bagus tapi pas digunakan banyak video yg eror dan Heng bukan sekali dua kali tapi berkali2 ngalamin,"lambat,cepat,error,bagus,pas,guna,banyak,yang,error,bukan,sekali,dua,mengalami",-2,negative
844,yan (Yanti),5,2023-09-13T07:24:52.000,"Aplikasi edit video terbaik yg pernah sy coba, krn banyak fiturnya dan mudah digunakan utk org yg gaptek seperti saya.","aplikasi,baik,yang,saya,coba,karena,banyak,mudah,guna,yang,seperti,saya",-11,negative
845,Mirda Adzka Putri,1,2023-11-14T00:18:11.000,"ngelaaaaag super duper parahhhhhh👿 ngedit jg bolak balek keluar masuk app. error gitu, smcem ngebug gtu😒 knp sih bolak balek muncul notif ""capcut tidak menanggapi"" yg niatnya mo nikmatin hiburan lwat nnton template di capcut jd emosi","super,keluar,error,muncul,tidak,tanggap,yang,mau,jadi,emosi",-2,negative
846,Nara Safaazalia,5,2023-11-29T06:47:21.000,"Aplikasi ny bagus, dan menarik, saya bisa membuat vidio"" yang sangat menarik dan keren, saya kasih bintang 5 deh pokoknya 👍","aplikasi,bagus,tarik,saya,buat,yang,sangat,tarik,saya,kasih,pokok",0,neutral
847,Gusmar Alfajrii,5,2023-11-22T11:31:52.000,"Aplikasi yang luar biasa bisa menghasilkan cuan menjadi creator capcut, bisa menyalurkan bakat editing, Thanks you🥰","aplikasi,yang,biasa,hasil,jadi,bakat,terima kasih",6,positive
848,Muhammad Iqbal,2,2023-08-04T18:36:38.000,"setiap kali saya ingin mengedit video pasti selalu pecah, nge lah, lemot hal itu sangat menggangu karena itu saya tidak bisa mengedit dengan sempurna (bahkan saya tidak menyimpan template yg sudah saya gunakan) dikarenakan hal hal yg sangat menggangu menurut saya sedangkan sinyal saya lancar., mohon diperbaiki hal hal seperti ini🙏🏻","saya,pasti,lot,itu,sangat,karena,itu,saya,tidak,sempurna,saya,tidak,simpan,yang,sudah,saya,guna,karena,yang,sangat,turut,saya,saya,lancar,mohon,baik,seperti",-35,negative
849,Suri Bob,5,2023-11-28T17:31:09.000,ini seperti tiktok tapi ini lebih bagus dan banyak manfaat bagi aku kerena capcut bisa mengubah fidio ku yang jelek jadi bagus dan satu lagi dan aku jadi bisa bikin JJ bagus banyak like,"seperti,lebih,bagus,banyak,manfaat,bagi,aku,yang,jelek,jadi,bagus,satu,lagi,aku,jadi,bagus,banyak",15,positive
850,Pashajaya Diningrat,2,2023-11-20T16:43:40.000,"Bug nya yg tk bisa di hilangin tidak bisa mencari templat dengan ketik,gue selalu nyari di tt buat templat","yang,tidak,cari,mencari,tt,buat",-17,negative
851,Mutiara Rengganis,3,2023-11-30T18:37:05.000,"Kadang bener kadang suka ga jls, foto atau video yg di upload suka tidak muncul. Tlg di perbaiki lagi.","kadang,benar,kadang,suka,tidak,foto,yang,suka,tidak,muncul,tolong,baik,lagi",1,positive
852,Yuli01,5,2023-10-26T11:43:03.000,"Sangat membantu dan memudahkan saya dalam mengedit tugas, memiliki banyak fitur² menarik yg membuat estetika suatu video lebih baik","sangat,bantu,mudah,saya,dalam,tugas,milik,banyak,tarik,yang,buat,lebih,baik",15,positive
853,devota haidee,5,2023-11-28T13:09:33.000,Aplikasi andalan saya ini. Terbaik fiturnya semakin menarik dan editing video ataupun foto jadi lebih bagus.,"aplikasi,andal,saya,baik,makin,tarik,foto,jadi,lebih,bagus",12,positive
854,Yeti Firgiana,2,2023-11-19T11:43:51.000,"Kok skrng macet terus ya, klo mau bikin vidio sll tulisan tidak dpt mengunduh terus, gimana sih.","kalau,mau,tidak,dapat",1,positive
855,Flora Floridina,4,2023-11-05T13:59:24.000,"Udah di download udah di update tidak bisa dilihat, file rusak. Aplikasi ini Jel*k banget si4l banget.","sudah,sudah,terbaru,tidak,lihat,rusak,aplikasi",7,positive
856,danang ary,2,2023-10-12T21:56:27.000,Setelah update versi baru kok malah sering ngelag pas edit??!?tidak smooth seperti biasanya.,"terbaru,sering,pas,seperti,biasa",11,positive
857,Hallo vivo y16,4,2023-11-16T21:37:20.000,"Emang boleh se lag itu,ini cc nya tuh kalo mau bikin template kadang lancar kadang enggak tolong lah biar kita kita tuh enak makeny+pasti naik rating maaf cuma rating 4 kurang deh pengupdateny","boleh,kalau,mau,kadang,lancar,kadang,tidak,tolong,enak,naik,maaf,cuma,kurang",11,positive
858,Wida Ningsih,5,2023-11-30T17:53:33.000,"Terkadang capcut suka nge lag jadi ngga ada gambarnya hitam nge blang aja gitu, tapi ngga sedikit juga yg berhasil","terkadang,suka,jadi,tidak,ada,gambar,hitam,saja,tidak,sedikit,yang,hasil",-10,negative
859,berkas File45,5,2023-11-02T17:35:22.000,Bintang 5 sebagai tanda aplikasi ini keren dan sangat mudah di mengerti tapi Efeknya jangan di kasih pro juga biar kita penguna bisa berkreasi bebas,"tanda,aplikasi,sangat,mudah,erti,efek,jangan,kasih,kreasi,bebas",4,positive
860,stefanny,2,2023-09-24T09:43:47.000,"tolong dong ini kenapa capcut saya selalu keluar terus, saya baru masuk mau pake template capcut tapi malah keluar terus, tolong segera diperbaiki.","tolong,saya,keluar,saya,mau,keluar,tolong,segera,baik",-5,negative
861,Fadya Ramadhani,1,2023-06-27T21:40:19.000,"Jelek sekali! Dulu saya dapat mengerjakan proyek editan dengan mudah tanpa hambatan. Tetapi kenapa ya sekarang banyak sekali hasil dari editan saya yang error. Video patah², audio telat, layar hitam secara tiba tiba, video/foto terpotong. Sangat jelek","jelek,sekali,saya,dapat,mudah,hambat,banyak,sekali,hasil,dari,saya,yang,error,patah,hitam,potong,sangat,jelek",-30,negative
862,Satrio Kaisang,2,2023-10-09T19:36:59.000,"tolong‼️ ya untuk capcut kenapa belum di fix bug dan crash,ini sangat mengganggu dalam proses pengeditan tolong secepatnya di perbaiki🙏🙏🙏","tolong,sangat,ganggu,dalam,proses,tolong,cepat,baik",5,positive
863,Anggit Putri Prastyaningtyas,3,2023-09-25T16:19:32.000,"dulu sebelum update, buka apk gampang bgt tp stlh di update kok makin sering lag dan freeze. tolong perbaiki lagi ya","terbaru,buka,aplikasi,gampang,terbaru,makin,sering,tolong,baik,lagi",14,positive
864,Macan ndu,3,2023-10-10T19:26:04.000,Aplikasi capcut ini sangat bagus 👍👍😍😍tetapi terkadang ngelek kalau tidak sudah bagus sekali mengedit vidio dan foto jadi lebih mudah 😎😎,"aplikasi,sangat,bagus,terkadang,kalau,tidak,sudah,bagus,sekali,foto,jadi,lebih,mudah",11,positive
865,Christina Resy,5,2023-11-20T13:13:59.000,"Edit video menjadi lebih gampang dengan bantuan aplikasi ini, jd lebih semangan bikin konten karena ada templet yang pilihannya bermacam macam","jadi,lebih,gampang,bantu,aplikasi,jadi,lebih,karena,ada,yang,pilih",1,positive
866,Auri Latifah,5,2023-10-07T09:25:19.000,"Aplikasinya sangat membantu bgt buat yg masih pemula,karna viturnya gmpng tetapi terkadang apk nya sedikit ngelag pdhl jaringan nya bagus dan memori jg cukup","aplikasi,sangat,bantu,buat,yang,terkadang,aplikasi,sedikit,jaringan,bagus,cukup",-7,negative
867,Firmansyah W,4,2023-08-27T10:25:15.000,"Dari segi edit udah bagus, cuma ada sedikit kendala bagi pengguna data/kuota saat mencari template untuk mengedit, karena hanya dengan waktu 1 menit sudah terpakai 100-200mb, jadi saya mohon kepada pengembang aplikasi untuk menambahkan fitur hemat data dan mengurangi resolusi menonton template agar tidak terlalu banyak menghabiskan data/kuota terimakasih.","dari,segi,sudah,bagus,cuma,ada,sedikit,bagi,guna,cari,karena,hanya,sudah,jadi,saya,mohon,kembang,aplikasi,tambah,hemat,data,kurang,resolusi,tonton,agar,tidak,terlalu,banyak,habis,terima kasih",-9,negative
868,Aulia Nurul hikmah,2,2023-11-19T08:00:56.000,"apk nya susah bngt kalo buat ngedit macet trs, suka tbtb ga bisa ngedit gtau knp trs klo mau nyimpen udh 80% tbtb balik lg","aplikasi,susah,kalau,buat,suka,tidak,kalau,mau,balik,lagi",-11,negative
869,Yenni Emilia17,3,2023-08-01T14:24:21.000,"ih kok makin kesini makin lemot sih, masa pas ngedit, foto sma musik ga sinkron durasi foto ny masih bbrpa detik lg tpi musikny udah selsai dluan..padahal udh d sinkronin antara foto dan musiknya. Please dong d perbaiki lg.. Kirain cma aku doang eh pas baca ulasan ternyata banyak jga yg ngalamin 😥 saya sebagai editor capcut agak kecewa sih😔 memori pdhl masih penuh, sinyal juga kuat kok.","makin,makin,lot,pas,foto,sama,musik,tidak,sinkron,foto,lagi,sudah,foto,musik,tolong,baik,lagi,kira,aku,doang,pas,baca,nyata,banyak,yang,mengalami,saya,kuat",27,positive
870,Q_noy Ajha,3,2023-10-12T19:10:16.000,"Aplikasi nya bagus tapi ke napa setiap mau nerapkan Poto,Poto nya suka ga ada gambar nya,semoga kedepan nya lebih bagus lagi ya🙏🙏","aplikasi,bagus,mau,suka,tidak,ada,gambar,lebih,bagus,lagi",7,positive
871,Novi Tasari,1,2023-11-06T15:38:26.000,"Ini ada apa sih dengan capcut sekarang beda bgt dr dulu njir, mau edit foto jadi hitam trus ada tulisan tidak dapat mengekspor elemen ini di update mlh mkin gk jls plis lah😭.","ada,apa,beda,dari,njir,mau,foto,jadi,hitam,ada,tidak,dapat,terbaru,tidak,tolong",-4,negative
872,Wida Myva,5,2023-11-19T19:52:03.000,"Mantaaap sayang bgt pronya banyak, dan utk pemula klo g tau pro itu berbayar bingung cari fitur pro yg sudaj terpakai mau ganti yg free.. tp keren kok klo udah tau","sayang,banyak,mula,kalau,tahu,itu,bayar,cari,yang,mau,ganti,yang,gratis,kalau,sudah,tahu",10,positive
873,Shaqila Nafisa,5,2023-09-23T21:41:11.000,Sangat bagus ap ini aku bisa bikin jedag jedug sendiri tapi sekarang kok ada iklan ya saya jadi terganggu karna iklan yang sudah ada di ap ini🤏,"sangat,bagus,apa,aku,sendiri,ada,saya,jadi,ganggu,karena,yang,sudah,ada,apa",-5,negative
874,Syafii O7,3,2023-11-01T13:09:26.000,Kenapa mengompres videonya terlalu lama loading apalagi untuk video yang lumayan panjang.dulu tidak ada proses mengompres langsung masukin video dan edit,"terlalu,lama,yang,lumayan,tidak,ada,proses,langsung",-8,negative
875,Triana Ramadani,2,2023-09-12T19:29:51.000,"awal"" saya memakai lancar saja, tapi setelah aplikasi diupdate, vidio tidak bisa di ekspor ke gallery. mohon untuk diperbaiki","awal,saya,lancar,saja,aplikasi,terbaru,tidak,mohon,baik",0,neutral
876,Niya Afifah,5,2023-07-10T04:20:58.000,"Walaupun aplikaisnya sekarang agak sering nge lag tapi menurut saya capcut ini sangat berguna untuk para editor yg suka mengedit walaupun saya sendiri tidak bisa mengedit tapi capcut menyediakan fitur templat jadi anda bisa menggunakan templat untuk membuat video dengan foto anda dari hasil editan orang lain,sukses terus buat capcut💐","sering,turut,saya,sangat,guna,para,yang,suka,saya,sendiri,tidak,sedia,jadi,anda,guna,buat,foto,anda,dari,hasil,buat",-3,negative
877,Riska Aulia,2,2023-12-02T07:10:41.000,"sekarang klo mau buka capcut kenapa lama banget kadang bisa keluar sendiri, padahal ruang internal ku masih banyak","kalau,mau,buka,lama,kadang,keluar,sendiri,ruang,banyak",0,neutral
878,Zaki Hungkul,3,2023-11-27T19:08:00.000,Sekarang kalu ngedit liat video nya jadi bug (slow) jadi gabisa liat video ny bagus apa ngga.,"lihat,jadi,slow,jadi,lihat,bagus,apa,tidak",3,positive
879,Diana Rahmatika,5,2023-11-05T13:50:12.000,"Sangat membantu untuk mengedit foto dan video dagangan saya, apalagi saat ini saya sedang belajar konten, apks capcut ini sangat membantu.","sangat,bantu,foto,saya,saya,ajar,sangat,bantu",10,positive
880,Anindya shifa salsabila,1,2023-11-26T10:06:42.000,"Tololl skrg capcut anehh, setiap mau ngedit slalu ada jeda item nya knapa si??? Bs diperbaikin lagi ga? Muak bgt wlaupun udh di ekspor ttp gtu, ngelag"" knapa siiiiii plss dehh,mana ada iklannya lagii makin ksni makin aneh apk nya gblok","aneh,mau,ada,hitam,lagi,tidak,muak,ada,lagi,makin,makin,aneh,aplikasi",1,positive
881,Fikri 4096,4,2023-10-31T19:31:20.000,"Mimin yang terhormat, maaf aplikasi ini kenapa eror yh di device saya? Untuk pencarian eror terus, selain itu normal. Sudah saya hapus dan download ulang bbrp kali hasilnya masih sama, tolong solusinya. Terima kasih🙏","yang,maaf,aplikasi,error,saya,cari,error,itu,normal,sudah,saya,hapus,hasil,sama,tolong,solusi,terima,kasih",-16,negative
882,Muhammad Tirpan,2,2023-09-30T09:37:37.000,Aku g bisa nyari video yg mau aku pake pas di pencet cari malah ada bacaan(tidak dapat di muat. Ketuk untuk mencoba lagi) gitu rating 2 bintang dulu deh kalo udh d benerin baru 5,"aku,mencari,yang,mau,aku,pas,pencet,cari,ada,dapat,coba,lagi,kalau",3,positive
883,Bunga Bungafati,1,2023-09-22T23:53:24.000,"Aplikasi ini susah banget di ekspor proyek nya, kita harus berlangganan dulu padahal saya baru memakai aplikasi ini kemarin sungguh saya jadi kesal mendownload nya, lebih baik saya uninstall aja deh aplikasi ini. 😫🥺","aplikasi,susah,harus,langgan,saya,aplikasi,sungguh,saya,jadi,kesal,lebih,baik,saya,copot,saja,aplikasi",-16,negative
884,Uus Alaska,5,2023-11-03T23:19:03.000,"update nya semakin bagus ,.jumlah tayangan,jumlah penggunaan . tapi ada yang kurang tambahin fitur jumlah eksport dong 😁","terbaru,makin,bagus,guna,ada,yang,kurang,tambah",8,positive
885,Ranggi Darmawan,5,2023-11-30T12:43:15.000,"Aplikasi sangat membantu untuk kebutuhan mengedit konten, banyak fiturnya, keren.","aplikasi,sangat,bantu,butuh,banyak",0,neutral
886,bungaa _,1,2023-11-18T16:47:24.000,"Apk nya sering nge-bug, baru sekali upload template terus pen pke template yg lain gabisa diunduh2 lagiiiiii, trua coba uninstall duluuu baru install lagii, ttep ajaa gada perubahan, sumpah pengen berkata kasar aihhhh, pokonya capcut yg skrng jdi bad bgt gatau lagi👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎","aplikasi,sering,sekali,yang,lain,coba,copot,pasang,lagi,sumpah,kata,poko,yang,jadi,bad,gatau,lagi",-19,negative
887,Yusmanita Yusmanita,5,2023-10-12T17:21:21.000,"Capcut benar2 aplikasi yang menyenangkan.. saat sedih, galau, kecewa pokoknya saat apapun lagunya tetap ada untuk buat status.. aku suka","benar,aplikasi,yang,senang,sedih,pokok,apa,lagu,tetap,ada,buat,aku,suka",8,positive
888,Avika Fitriyani,3,2023-12-01T14:37:36.000,"kenapa ketika update pas saya update kok malah engga bisa di download, malah harus diupdate lagi, dan juga saya pernah membuat template videonya sangat bagus, tapi kenapa pernah saja ngebug videonya setelah di ekspor ketika sedang collab pun fotonya nembus pada garis collab padahal di video orang yang membuat, fotonya tidak nembus pada garisnya, makanya saya kasih bintang 3","terbaru,pas,saya,terbaru,harus,terbaru,lagi,saya,buat,sangat,bagus,saja,pun,foto,pada,garis,yang,buat,foto,tidak,pada,garis,saya,kasih",-15,negative
889,Wafika Azizah,3,2023-10-16T00:04:47.000,"mohon maaf untuk admin,aplikasi ini tidak bisa di buka dan juga eror,yang lain juga banyak yang mengalami eror ini atau koneksi hilang,tolong di perbaiki lagi🙏","mohon,maaf,tidak,buka,lain,banyak,yang,alami,error,koneksi,baik,lagi",-10,negative
890,Desta New,5,2023-10-08T06:54:09.000,Aplikasi ini sangat berharga dalam hidupku karena bisa ngedit berbagai foto makasih capcut aku suka aplikasinya terimakasih ya ❤️❤️❤️ semangat ya capcut jangan aplikasi ini hilang kalu hilang nanti hidupku tidak seru ❤️❤️❤️,"aplikasi,sangat,harga,dalam,hidup,karena,foto,terima kasih,aku,suka,aplikasi,terima kasih,semangat,jangan,aplikasi,hilang,hilang,nanti,hidup,tidak,seru",21,positive
891,Irianti Toyo,5,2023-11-18T07:09:50.000,Aplikasi yang sangat membantu untuk membuat video lebih cantik dan sangat mudah digunakan bahkan untuk pemula,"aplikasi,yang,sangat,bantu,buat,lebih,cantik,sangat,mudah,guna,mula",6,positive
892,lovello ahmad,4,2023-10-23T16:00:52.000,Kerja bagus saya bisa bikin film Walau video yang durasinya lama Susah di export Edit:Woi kenapa sekarang banyak lemotnya woi kenapa ketika gua bikin video 5 menit doang pas di pencet langsung lemot keluar 😡😡😡😡😡😡😡😡,"bagus,saya,walau,yang,lama,susah,banyak,lot,saya,doang,pas,pencet,langsung,lot,keluar",-24,negative
893,Sri Rejeki,5,2023-11-30T05:28:30.000,Cap cut ini sangat bagus ketika saya menggunakan cap cut ini video saya lebih bagus dan lebih praktis dan lebih baik fan kreatif sekian dari saya terimakasih 🙏🏻🙏🏻🙏🏻🙏🏻☺️😁,"sangat,bagus,saya,guna,saya,lebih,bagus,lebih,praktis,lebih,baik,kreatif,dari,saya,terima kasih",15,positive
894,Adhitya Pratama,1,2023-11-22T20:08:08.000,Mohon pihak capcut tolong di perbaiki lagi soalnya capcut setelah pembaruan bukanya tambak baik tapi malah banyak bug nya,"mohon,pihak,tolong,baik,lagi,soal,buka,tambak,baik,banyak",2,positive
895,Muhammad Rijani,2,2023-12-02T18:38:41.000,"Habis update banyak error, kadang habis edit video pas mau disimpan gak bisa selalu terkeluar sendiri","habis,terbaru,banyak,error,kadang,habis,pas,mau,simpan,keluar,sendiri",10,positive
896,Tino M.A,1,2023-10-02T23:25:54.000,"Saya menemukan bug di capcut,yaitu vidio yg sudah di edit ekspor nya tidak jalan sama sekali mohon cepat di perbaikilah","saya,temu,yang,sudah,tidak,sama,sekali,mohon,cepat,baik",2,positive
897,Rava Widiartha,5,2023-11-14T13:45:31.000,Samgat mudah digunakan dan terdapat banyak fitur yang sangat membantu dalam mengedit video..,"mudah,guna,dapat,banyak,yang,sangat,bantu,dalam",14,positive
898,Fenny Milca,5,2023-09-12T18:10:59.000,"Sampai dengan ini masih menikmati aplikasi capcut ini, klo upgrade mohon jangan ada yang berubah jadi kurang dari yang sekarang ya, klo bisa lebih bagus aja","sampai,nikmat,aplikasi,kalau,mohon,jangan,ada,yang,jadi,kurang,dari,yang,kalau,lebih,bagus,saja",-13,negative
899,Syifa roisul,4,2023-09-25T07:36:28.000,Bagus sekali hanya saja kadang saat di coba jj dengan musik nya tidak sesuai karena lambat jadi saya kasih bintang empat,"bagus,sekali,hanya,saja,kadang,coba,musik,tidak,sesuai,karena,lambat,jadi,saya,kasih",-2,negative
900,R.F.A,4,2023-09-05T18:07:09.000,Aku suka banget apa lagi bisa video sendiri tanpa TikTok tapi agak sayang sih karena beberapa file video dari temen aku gak bisa dimasukin makanya aku kasi bintang 4,"aku,suka,apa,lagi,sendiri,sayang,karena,dari,aku,aku,kasih",-1,negative
